<h3 style=\"text-align: justify;\">Осматривая ротовую полость, стоматолог обращает внимание на такие факторы:</h3>
<ul style=\"text-align: justify;\">
<li>отёчность дёсен;</li>
<li>отёчность языка;</li>
<li>шатаются ли зубы;</li>
<li>наличие полостей в зубах;</li>
<li>запах изо рта и т. д.</li>
</ul>
<h3 style=\"text-align: justify;\">В отдельных случаях врач-стоматолог направляет пациента на дополнительную диагностику:</h3>
<ul style=\"text-align: justify;\">
<li>рентгенография;</li>
<li>ортопантомограмма;</li>
<li>полярография;</li>
<li>биомикроскопия и т. д.</li>
</ul>
<p style=\"text-align: justify;\">После осмотра врач приступает к лечебным манипуляциям, которые в зависимости от клинического случая могут занять от 10-15 до 40 минут. В современной стоматологии используются эффективные анестетики, которые полностью блокируют боль и делают приём у зубного врача максимально комфортным. В некоторых клиниках используется седация закисью азота, которая полностью устраняет чувство страха и напряжения.</p>
<p style=\"text-align: justify;\">Регламент работ зависит от причины обращения к стоматологу. Он будет различным при лечении поверхностного кариеса, пульпита, протезировании или имплантации.</p>
<h3 style=\"text-align: justify;\">При пломбировании зуба обязательными являются этапы:</h3>
<ul style=\"text-align: justify;\">
<li>очищение кариозной полости бормашиной;</li>
<li>изоляция зуба от слюны с помощью ватных валиков либо коффердама;</li>
<li>кислотное травление;</li>
<li>нанесение &laquo;бонда&raquo; и текучего композита;</li>
<li>внесение пломбировочного материала;</li>
<li>придание зубу анатомической формы;</li>
<li>полировка.</li>
</ul>
<p style=\"text-align: justify;\">По окончании приёма врач даёт рекомендации по уходу за зубами, приёму лекарственных средств и назначает в случае необходимости следующую дату визита.</p>
<h2 style=\"text-align: justify;\">Детский стоматолог</h2>
<p style=\"text-align: justify;\">Здоровье ротовой полости следует сохранять с детства. Даже если у ребёнка нет жалоб на боль в зубах, в профилактических целях следует посещать детского стоматолога регулярно. Специалист в данной области работает с такими органами: зубы, язык, дёсны и губы.</p>
<h3 style=\"text-align: justify;\">Необходимо посетить детского стоматолога при таких симптомах:</h3>
<ul style=\"text-align: justify;\">
<li>режутся зубы, что сопровождается сильной болью;</li>
<li>повышенная чувствительность зубов;</li>
<li>подвижность зубов;</li>
<li>ребёнок родился с прорезавшимся зубом;</li>
<li>малыш плохо набирает вес;</li>
<li>тёмные пятна на эмали;</li>
<li>короткая зубная уздечка.</li>
</ul>
<p style=\"text-align: justify;\">Многие родители задаются вопросом, стоит ли лечить кариес молочных зубов, ведь через некоторое время они выпадут сами? Однозначно стоит! Запущенный кариес может привести к пульпиту, и как следствие &ndash; острой зубной боли, гнойному воспалению в ротовой полости. Вместо одного визита посещать стоматолога придётся не менее 2-3 раз. Такое лечение обойдётся значительно дороже.</p>
<h2 style=\"text-align: justify;\">Запись к стоматологу через интернет &ndash; быстро и удобно!</h2>
<p style=\"text-align: justify;\">На сайте DOC.UA можно записаться на приём к стоматологу, предварительно ознакомившись с отзывами реальных пациентов и детально изучив квалификацию врача. Также в анкете указана информация относительно возможности вызова стоматолога на дом и стоимость консультации.</p>
<p style=\"text-align: justify;\">Оформление заявки проходит в онлайн-режиме. Заполнить её можно круглосуточно. В ближайшее рабочее время менеджер свяжется с вами для подтверждения заявки и обсуждения точной даты, удобного времени посещения доктора.</p>
<p style=\"text-align: justify;\">База DOC.UA содержит анкеты врачей-стоматологов, ведущих приём в клиниках города Киева и других городов Украины. В анкете каждого специалиста предоставлена информация о его деятельности, цены на оказываемые услуги. Следите за здоровьем зубов и не откладывайте визит к доктору.</p>",NULL,NULL,0,"Стоматолога","Стоматологов","Стоматологи",1,1,1,1,"<p style=\"text-align: justify;\">Детский врач стоматолог занимается лечением ротовой полости с появления первого зуба у малыша. Специалист в детской стоматологии применяет методы и подходы, которые учитывают анатомические особенности ребёнка, специфику заболеваний, а также эмоциональный фактор.</p>
<h3 style=\"text-align: justify;\">В компетенцию детского врача-стоматолога входит:</h3>
<ul style=\"text-align: justify;\">
<li>лечение и профилактика заболеваний ротовой полости;</li>
<li>наблюдение за прорезыванием зубов;</li>
<li>профессиональная чистка зубов;</li>
<li>лечение кариеса всех типов;</li>
<li>удаление молочного зуба;</li>
<li>восстановление правильного прикуса;</li>
<li>патологии слизистой ротовой полости;</li>
<li>стоматологическая процедура фторирования зубов;</li>
<li>исправление дефектов уздечки языка.</li>
</ul>
<h2 style=\"text-align: justify;\">Какие обследования назначает детский стоматолог?</h2>
<p style=\"text-align: justify;\">На приёме могут быть назначены инструментальные исследования:</p>
<ul style=\"text-align: justify;\">
<li>диагностирование слизистой оболочки ротовой полости;</li>
<li>диагностика кариеса;</li>
<li>определение маргинальных пародонтопатий;</li>
<li>рентгенологические исследования;</li>
<li>цитологические методы диагностики.</li>
</ul>
<p style=\"text-align: justify;\">Результаты исследований помогут врачу выявить кариес и другие заболевания на ранних стадиях, определить наиболее эффективное лечение.</p>
<h2 style=\"text-align: justify;\">Отзывы про детского стоматолога</h2>
<p style=\"text-align: justify;\">На сайте DOC.UA в профиле каждого врача публикуются отзывы пациентов, побывавших на приёме у данного специалиста. Наш сервис поможет вам сделать выбор быстро и правильно. После посещения кабинета стоматолога вы также сможете оставить свой отзыв и оценить работу доктора.</p>
<h2 style=\"text-align: justify;\">Как проходит осмотр?</h2>
<p><img title=\"Консультация детского зубного врача\" src=\"https://cdn.doc.ua/uploads/3/2/8/7/7/32877/bg/dstomatolog.jpg\" alt=\"Консультация детского зубного врача\" width=\"30%\" align=\"right\" hspace=\"10\" vspace=\"10\" /></p>
<p style=\"text-align: justify;\">На первом приеме врач узнает жалобы, если таковые имеются. К зубному доктору нужно ходить с раннего возраста, даже при отсутствии болезненных симптомов. Это позволит сохранить зубы здоровыми и крепкими, а также предупредить развитие патологий ротовой полости. Процесс прорезывания также может оказывать влияние на состояние зубов.</p>
<p style=\"text-align: justify;\">Доктор проводит визуальный осмотр, который определяет необходимость лечения. Специалист может задать маме вопросы о течении беременности, о перенесённых заболеваниях малыша в первый год жизни, приёме лекарственных препаратов и т. д.</p>
<p style=\"text-align: justify;\">Затем стоматолог проводит лечение зубов, если в нём есть необходимость. Закончив манипуляции, доктор может дать рекомендации по выбору зубной пасты и щётки, правильной чистки зубов, а также ознакомит с профилактическими методами по защите зубов от разрушения.</p>
<h2 style=\"text-align: justify;\">Как найти хорошего детского врача через интернет?</h2>
<p style=\"text-align: justify;\">Сайт DOC.UA поможет сделать онлайн-запись к необходимому врачу, как детскому, так и взрослому. В анкете каждого специалиста, зарегистрированного на нашем портале, указан стаж работы, квалификация, применяемые методы работы, стоимость услуг, а также возможность выезда на дом. С полным перечнем врачей стоматологов Киева можно ознакомиться <a title=\"запись на консультацию к стоматологам в Киеве\" href=\"https://doc.ua/doctors/kiev/all/stomatolog\">здесь</a>.</p>","","Стоматолог"
49,"Терапевт","terapevt",NULL,NULL,NULL,"<p style=\"text-align: justify;\">Терапевт &mdash; врач, который лечит внутренние органы. Этот доктор занимается самыми распространёнными болезнями: насморк, гастрит, бронхит, аллергия, грипп. Если заболевание редкостное или требует диагностики, терапевт отправляет человека к узкому специалисту: гастроэнтерологу, аллергологу, гинекологу и т. д. Именно терапевт ищет связь между симптомами, которые обнаружили врачи других специализаций.</p>
<p style=\"text-align: justify;\">Постепенно направление &laquo;семейный врач&raquo; замещает терапевта. Преимуществом первого является, что у него есть вся информация по истории заболеваний, диагностики, прививок всей семьи. Потому семейному доктору легче разобраться в причинах заболевания. Но терапевт остаётся востребованным в случае, если пациент попал в клинику впервые.</p>
<p style=\"text-align: justify;\">Также терапевт &mdash; специалист, через которого проходит большинство справок: в детский сад, школу, бассейн и т. д. Кроме того, именно терапевт контролирует своевременное прохождение осмотров хронических больных. Этот врач занимается вакцинацией, напоминает о профилактических мерах и здоровом образе жизни.</p>
<h2 style=\"text-align: justify;\">Какие заболевания лечит терапевт?</h2>
<h3 style=\"text-align: justify;\">Болезни, которыми занимается&nbsp;терапевт:</h3>
<ul style=\"text-align: justify;\">
<li>грипп;</li>
<li>ОРВИ;</li>
<li>ринит;</li>
<li>бронхит;</li>
<li>трахеит;</li>
<li>пневмония;</li>
<li>анемия;</li>
<li>диатез;</li>
<li>воспаление лёгких;</li>
<li>неврит;</li>
<li>остеопороз;</li>
<li>атеросклероз;</li>
<li>аллергические реакции.</li>
</ul>
<h2 style=\"text-align: justify;\">С какими симптомами и жалобами обращаются к терапевту?</h2>
<p style=\"text-align: justify;\">Анемия, атеросклероз и даже бронхит на ранних стадиях могут сопровождаться совсем не характерными симптомами. Потому важно обращать внимание на все противоречивые изменения в организме, вроде одновременной температуры и потери веса, и идти к терапевту.</p>
<h3 style=\"text-align: justify;\">Когда нужен визит к терапевту:</h3>
<ul style=\"text-align: justify;\">
<li>боль в груди;</li>
<li>боль в животе;</li>
<li>кашель;</li>
<li>повышение температуры тела;</li>
<li>боль в пояснице;</li>
<li>диарея;</li>
<li>головная боль;</li>
<li>одышка;</li>
<li>потеря или резкий набор веса;</li>
<li>бледность кожи;</li>
<li>общая слабость.</li>
</ul>
<h2 style=\"text-align: justify;\">Как проходит приём терапевта?</h2>
<p style=\"text-align: justify;\">Терапевт &mdash; самый посещаемый специалист в государственных клиниках. В приватных центрах терапевт также принимает большой поток пациентов: желающих оформить справку, готовящихся к операции (иногда нужна подпись терапевта), при плановых обследованиях, например перед постановкой на учёт беременности и т. д. Приём в разных случаях будет отличаться. Тем не менее, врач этой специализации начинает консультацию с беседы и расспрашивает об истории заболевания, образе жизни, узнаёт о наследственных предрасположенностях, индивидуальных особенностях организма пациента.</p>
<h3 style=\"text-align: justify;\">Что интересует терапевта:</h3>
<ul style=\"text-align: justify;\">
<li>Что, где и как сильно болит или вызывает дискомфорт?</li>
<li>Были ли подобные случаи раньше?</li>
<li>Не было ли похожего состояния у родственников?</li>
<li>Как часто и долго длятся болевые ощущения?</li>
<li>Принимает ли человек какие-то лекарства?</li>
<li>Когда и в каких обстоятельствах появились первые симптомы?</li>
<li>Были ли травмы, операции?</li>
<li>В какие моменты и в каких условиях проявляются симптомы?</li>
<li>Какой способ жизни ведёт пациент?</li>
<li>Есть ли другие жалобы?</li>
</ul>
<h3 style=\"text-align: justify;\">Терапевт может провести несколько стандартныхпроцедур диагностики:</h3>
<ul style=\"text-align: justify;\">
<li>измерение температуры;</li>
<li>осмотр кожных покровов;</li>
<li>измерение артериального давления;</li>
<li>измерение пульса;</li>
<li>контроль частоты дыхания.</li>
</ul>
<p style=\"text-align: justify;\">Терапевт может проверять и другие данные: варикозное расширение вен, отёк суставов, искривление осанки, сколиоз. Если полученной информации мало, врач назначает дополнительные обследования: ЭКГ, УЗИ, КТ, МРТ, рентген, лабораторные исследования. В конце консультации назначается дата следующего визита.</p>
<h3 style=\"text-align: justify;\">Консультация терапевта при беременности</h3>
<p style=\"text-align: justify;\">Беременным рекомендуют посетить терапевта минимум два раза: во время постановки на учёт и на 30 неделе. Во время первого посещения женщину обследуют на хронические или скрытые заболевания внутренних органов. Более того, рекомендуется приходить к терапевту ещё на этапе планирования беременности.</p>
<p style=\"text-align: justify;\">Если терапевт замечает какие-либо перемены в состоянии нервной, дыхательной, мочевыделительной или сердечно-сосудистой системы &ndash; он отправляет женщину на обследование и консультацию к специалисту узкого профиля. После лечения или консультации у невролога, пульмонолога, гинеколога, уролога или кардиолога, беременная возвращается к терапевту, который ставит её на учёт.</p>
<p style=\"text-align: justify;\">Всё это необходимо для определения, сможет ли будущая мама родить самостоятельно, какие риски могут возникнуть во время беременности и т. д. Например, очень опасно рожать самостоятельно с необнаруженными проблемами дыхательной или сердечной системы.</p>
<h2 style=\"text-align: justify;\">Детский терапевт</h2>
<p style=\"text-align: justify;\">Детский терапевт занимается диагностикой, профилактикой и лечением заболеваний у пациентов до 18 лет. Этот врач принимает маленьких пациентов с такими заболеваниями как: ангина, ринит, бронхит, колит, гайморит, цистит, гастрит, расстройство желудка, отравления, краснуха, желтуха.</p>
<h3 style=\"text-align: justify;\">С какими заболеваниями обращаются к детскому терапевту?</h3>
<ul style=\"text-align: justify;\">
<li>боль в горле;</li>
<li>повышенная температура;</li>
<li>насморк;</li>
<li>кашель;</li>
<li>сыпь на коже;</li>
<li>лихорадка;</li>
<li>снижение аппетита;</li>
<li>озноб;</li>
<li>сильная утомляемость;</li>
<li>учащённый пульс;</li>
<li>бледность;</li>
<li>боль в животе;</li>
<li>припухлости на щёках, лбу;</li>
<li>шелушение кожи;</li>
<li>покраснение кожи;</li>
<li>зуд кожи;</li>
<li>понос;</li>
<li>запор;</li>
<li>нарушение пищеварения;</li>
<li>головная боль;</li>
<li>чувство слабости.</li>
</ul>
<p style=\"text-align: justify;\">До 16 лет функции терапевта для ребёнка чаще выполняет педиатр. Если терапевт работает с заболеваниями внутренних органов, педиатр следит за развитием ребёнка с момента рождения до 16 лет. Педиатр ведёт карту вакцинаций, измеряет рост, вес, определяет темпы развития ребёнка. У педиатра должна быть полная картина состояния пациента. После достижения совершеннолетия педиатр передаёт карту вакцинации и личную медицинскую карту терапевту или семейному врачу.</p>
<h2 style=\"text-align: justify;\">Какие рекомендации даёт терапевт?</h2>
<h3 style=\"text-align: justify;\">Советы терапевта по профилактике болезней сводятся к следующим:</h3>
<ul style=\"text-align: justify;\">
<li>Следить за своим настроением. Защитные реакции организма падают во время стрессов, депрессий. Язвенный колит, экзема, псориаз, артрит, по мнению терапевтов, могут усугубляться во время неврозов. Связано это с тем, что в отсутствии гормона радости &ndash; эндорфина &ndash; и при избытке адреналина, норадреналина или кортизола, все силы организма идут на поддержание нервной системы.</li>
<li>Регулярно заниматься спортом. Умеренные порции адреналина, которые даёт активный отдых или спорт, полезны. Физические нагрузки нужны для профилактики артритов, артрозов, лишнего веса. Лучше заниматься несколькими видами нагрузок: бег, теннис, плавание. Спорт обычно связан с пребыванием на чистом воздухе, что также хорошо сказывается на общем самочувствии.</li>
<li>Следить за питанием. Залог здоровья &mdash; правильное питание. Пища должна быть питательной и разной. Больше ягод, зелени, фруктов, овощей &ndash; общая рекомендация для 80% пациентов. Терапевты обращают внимание, что рацион должен быть сбалансированным, без резкой смены во время перемены сезонов.</li>
<li>Принимать витамины. Врач может посоветовать поддерживать здоровье витаминными комплексами. Выбор аптечных &mdash; достаточно широк и может восполнить дефицит веществ, которые должны поступать с едой. Перед тем, как укреплять иммунитет витаминами, нужно проконсультироваться с терапевтом или семейным врачом. Реакция организма на концентрированное вещество, которое содержится в аптечных витаминах, может быть очень индивидуальной. Врач поможет найти нужный вариант.</li>
</ul>
<h2 style=\"text-align: justify;\">Как попасть на приём к терапевту?</h2>
<p style=\"text-align: justify;\">На сайте DOC.UA публикуется актуальная информация о терапевтах клиник Киева и регионов. Воспользуйтесь возможностью и подберите онлайн лучшего терапевта в вашем городе. Делая выбор, пользуйтесь отзывами пользователей о врачах и клиниках. На консультацию можно записаться в несколько кликов через интернет.</p>
<p style=\"text-align: justify;\">Наш ресурс допускает на страницы докторов и клиник исключительно отзывы пациентов, побывавших на приёме по записи через DOC.UA. Каждый день база врачей расширяется, а также обновляется стоимость услуг и цены на консультации.</p>
<p style=\"text-align: justify;\">После регистрации онлайн-заявки на приём с вами свяжутся специалисты нашего колл-центра. От них вы узнаете: работает доктор в частном кабинете или в клинике; можно ли вызвать терапевта на дом; какая цена приёма выбранного специалиста; в какое время можно организовать выезд на вызов; какие услуги нужно оплатить отдельно, а какие входят в консультацию. Заявки на запись к врачу можно оставлять круглосуточно.</p>",NULL,NULL,0,"Терапевта","Терапевтов","Терапевты",1,1,1,1,"<p style=\"text-align: justify;\">Детский терапевт &ndash; это доктор, занимающийся диагностикой, профилактикой и лечением болезней у детей. У него есть возможность лечить маленьких пациентов как самостоятельно, так и направляя их к врачам узких специальностей в зависимости от поставленного диагноза, при этом вести контроль за процессом лечения. В первую очередь, обязанностями детского терапевта являются организация, проведение анализов и обследований. При необходимости он может направить ребёнка на госпитализацию.</p>
<p style=\"text-align: justify;\">Квалифицированную медицинскую помощь детям оказывает также врач-педиатр, обязанности которого в некоторых случаях совпадают с детским терапевтом.</p>
<h2 style=\"text-align: justify;\">Заболевания, которыми занимается врач:</h2>
<ul style=\"text-align: justify;\">
<li>болезни органов дыхательной системы (бронхит, пневмония, астма);</li>
<li>заболевания сердечно-сосудистой системы;</li>
<li>болезни уха, горла и носа;</li>
<li>заболевания желудочно-кишечного тракта;</li>
<li>травмы соединительной ткани;</li>
<li>заболевания спины, суставов и позвоночника;</li>
<li>лечение вирусных инфекций (ОРВИ, грипп, кишечные инфекции);</li>
<li>неврологические проблемы;</li>
<li>болезни, связанные с обменом веществ;</li>
<li>бронхо-лёгочные заболевания;</li>
<li>почечные патологии.</li>
</ul>
<h3 style=\"text-align: justify;\">В чём состоят обязанности детского терапевта:</h3>
<ul style=\"text-align: justify;\">
<li>сбор истории болезней пациента, расспрос о его состоянии, возникшей проблеме, изучение жалоб;</li>
<li>обследование ребёнка с помощью объективных методов &ndash; простукивание полостей, пальпация органов, прослушивание лёгких;</li>
<li>назначение других, специальных методов обследования &ndash; лабораторные анализы, рентгенологические методы и прочее;</li>
<li>установка диагноза и внесение информации о нём и лечении в медицинскую карту пациента;</li>
<li>назначение показаний по поводу госпитализации, в том числе если пациент нуждается в хирургической операции;</li>
<li>определение факторов риска развития заболеваний хронического типа;</li>
<li>оформление больничного листа;</li>
<li>назначение необходимых медикаментов, процедур или других лечебных манипуляций.</li>
</ul>
<h2 style=\"text-align: justify;\">Отзывы о детских терапевтах</h2>
<p style=\"text-align: justify;\">На сайте DOC.UA представлены реальные отзывы пациентов. Каждый отзыв, будь то положительный или отрицательный, даёт возможность создать представление о враче и сделать верный выбор. Вы можете записаться на приём через наш сайт, а после посещения кабинета доктора вы также сможете оставить свой отзыв и помочь другим пользователям.</p>
<h2 style=\"text-align: justify;\">Как проходит консультация?</h2>
<p style=\"text-align: justify;\">На приёме детский врач-терапевт узнает от ребёнка или его родителей о жалобах на самочувствие, определяет причины предыдущих обращений в медицинские учреждения, знакомится с историей болезни пациента и осматривает его. При необходимости после первой консультации доктор направляет ребёнка на дополнительные исследования. По итогам проведенного осмотра, после изучения анализов и исследований, врач назначает лечение или направляет к доктору более узкой специальности.</p>
<h2 style=\"text-align: justify;\">Как найти хорошего детского врача через интернет?</h2>
<p style=\"text-align: justify;\">Записаться на приём к детскому доктору можно через интернет с помощью DOC.UA. Хороший детский терапевт в Киеве либо другом городе Украины проведёт профессиональный осмотр и поможет устранить причину заболевания. Возможность выезда на дом указывается в профиле врача. На сайте вы найдёте общий список платных детских терапевтов столицы, а также специалистов, работающих с выездом на дом к пациенту.</p>","<p style=\"text-align: justify;\">Много кто сталкивался с ситуациями, когда пойти самому к врачу в поликлинику по каким-то причинам невозможно. Это может быть ОРВИ с высокой температурой, когда и сил нет на поход к врачу, да и заражать в очереди других людей тоже не хочется. Или же при непроходящей тошноте и рвоте, когда физическое состояние само-собой не позволяет самостоятельно обратиться к специалисту в клинику. Тогда приходится вызывать терапевта на дом.</p>
<p style=\"text-align: justify;\">Во многих клиниках, как частных, так и государственных, предоставляют услугу &laquo;вызвать врача на дом&raquo;. Вызовы врачей терапевтического или педиатрического профиля наиболее популярны, однако есть и клиники, которые предлагают выезд врача к вам домой и других, более узких специализаций (кардиолог, гастроэнтеролог, ортопед и др.).</p>
<p style=\"text-align: justify;\">Вызвать врача на дом в Киеве и других городах Украины особенно актуально, когда в доме есть маленькие дети или пожилые люди. Именно они наиболее уязвимы к инфекциям, которыми можно заразится во время похода в клинику. Некоторые пациенты просто не хотят посещать клинику по личным соображениям. Им более комфортно в домашней обстановке поделиться с врачом подробностями своего заболевания.</p>
<p style=\"text-align: justify;\">Вызвав врача к себе домой пациент получает полноценную консультацию, осмотр специалиста и необходимые лечебные рекомендации. В некоторых ситуациях врач может назначить дополнительные методы исследования (УЗИ, КТ, лабораторные анализы). Также на дому возможен забор анализов и проведение при необходимости ЭКГ.</p>
<h2 style=\"text-align: justify;\">Преимущества вызова врача на дом:</h2>
<ul>
<li>помощь врача в ситуациях, когда выйти из дома не представляется возможным;</li>
<li>минимизация риска заражения другими инфекциями;</li>
<li>экономия времени;</li>
<li>отсутствие очередей.</li>
</ul>
<p style=\"text-align: justify;\">При необходимости клиника может организовать дневной стационар на дому. Тогда специалисты регулярно контролируют состояние пациента, корректируют лечение, ставят капельницы и т.д.</p>
<p style=\"text-align: justify;\">С помощью сервиса DOC.ua можно вызвать врача на дом в Киеве или любом другом городе Украины. Чтобы вызвать врача на дом, терапевта или другого специалиста, нужно перезвонить по указанному номеру телефона на сайте или оставить заявку. После получения вашей заявки операторы колл-центра DOC.ua свяжутся с вами в ближайшее рабочее время и предложат специалистов, которые могут приехать к вам домой, а также проконсультируют по стоимости выезда такого врача.</p>","Терапевт"
50,"Травматолог","travmatolog",NULL,NULL,NULL,"<p style=\"text-align: justify;\">В каталоге сайта собраны все частные травматологи в Киеве. Цена за консультацию травматолога будет от 350 до 900 грн и выше. В зависимости от клиники, опыта специалиста и требований, таких как выезд специалиста на дом.</p>
<p style=\"text-align: justify;\">Травматолог &ndash; это врач, который занимается диагностикой и лечением травматических повреждений опорно-двигательного аппарата. Обычно к травматологу попадают пациенты, получившие травмы, вывихи, раны, растяжения связок, переломы различной тяжести. Врач-травматолог может работать как с взрослыми, так и с пациентами детского возраста.</p>
<h2 style=\"text-align: justify;\">Когда необходимо обратиться за&nbsp;помощью травматолога:</h2>
<ul style=\"text-align: justify;\">
<li>ушибы и гематомы;</li>
<li>растяжения связок;</li>
<li>травматические вывихи в суставах;</li>
<li>открытые или закрытые травмы суставов;</li>
<li>разрывы мышц и сухожилий;</li>
<li>повреждения периферических нервов и сосудов;</li>
<li>переломы костей;</li>
<li>раны (полученные от ушиба, порезы, укусы, рубленные);</li>
<li>повреждения менисков в суставах;</li>
<li>укусы животных и насекомых, в том числе клещей;</li>
<li>ожоги от воздействия тока, ядов, химикатов и высоких температур;</li>
<li>поражение суставов остеоартрозом различной этиологии;</li>
<li>дегенеративно-дистрофическое заболевание суставов;</li>
<li>дефекты и изменение длины конечностей;</li>
<li>тугоподвижность суставов (анкилозы или контрактуры);</li>
<li>нарушения правильной конфигурации и деформации позвоночника (сколиоз, кифосколиоз и другое);</li>
<li>различные формы плоскостопия, деформации стоп.</li>
</ul>
<p style=\"text-align: justify;\">Если присутствует сразу несколько травм подряд (политравмы), вероятнее всего может понадобиться помощь не только хорошего травматолога, но и докторов смежных специализаций: торакального или абдоминального хирурга, нейрохирурга и др.</p>
<p style=\"text-align: justify;\">Кроме того, опытный травматолог может специализироваться также на ортопедических процедурах и методиках лечения &ndash; в таких случаях к нему могут обращаться пациенты с остеопорозом, остеомиелитом, артритом, спондилитом, межпозвоночной грыжей, артрозом, опухолевым поражением костей, подагрой.</p>
<p style=\"text-align: justify;\">В настоящее время много людей занимается спортом и старается поддерживать тело в порядке. Однако защититься от травм получается не всегда, особенно если физические упражнения проводятся без наблюдения компетентного тренера. Часто сложно заметить развитие болезней опорно-двигательного аппарата, тем более, если развиваются они медленно и в течение продолжительного времени. То же касается и детей &ndash; не всегда можно самостоятельно заметить у них отклонения в развитии скелетно-мышечного аппарата. Поэтому не будут лишними визиты к врачу для профилактического осмотра &ndash; в такие приемы можно определить ранние стадии развития некоторых болезней, а своевременное обращение значительно сократит период возможного лечения.</p>
